"OrderID","InvoiceDate","CustomerID","OrderVolume","ShipMode","Segment","Category","PaymentTerm","Discount","ExistingPurchaseOrder","FirstCustomerOrder","CashInDate"
"O-22134","2013-04-03",1023,24.59,"Second Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-05"
"O-22135","2013-04-03",1023,14.92,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-04-28"
"O-22136","2013-04-03",1006,9.87,"Standard Class","Consumer","Office Supplies",14,"3%","No","No","2013-05-03"
"O-22139","2013-04-04",1031,263.88,"Second Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-21"
"O-22140","2013-04-04",1004,161.94,"Second Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-04-21"
"O-22142","2013-04-04",1013,292.18,"Standard Class","Consumer","Furniture",30,"3%","Yes","No","2013-05-15"
"O-22143","2013-04-04",1004,59.52,"Second Class","Consumer","Office Supplies",30,"5%","No","No","2013-04-29"
"O-22144","2013-04-04",1031,35.12,"Second Class","Consumer","Technology",45,"3%","No","No","2013-05-06"
"O-22145","2013-04-04",1013,97.66,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2013-05-17"
"O-22147","2013-04-04",1016,10.27,"Same Day","Corporate","Office Supplies",14,"5%","Yes","No","2013-04-30"
"O-22148","2013-04-04",1023,27.09,"Second Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-20"
"O-22150","2013-04-04",1010,68.11,"Standard Class","Consumer","Technology",14,"0%","Yes","No","2013-05-03"
"O-22151","2013-04-04",1031,9.84,"Second Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-19"
"O-22152","2013-04-04",1012,19.55,"Second Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-05-30"
"O-22154","2013-04-04",1013,10.8,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2013-05-26"
"O-22155","2013-04-04",1013,3.05,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-13"
"O-22156","2013-04-05",1007,302.4,"First Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-05-15"
"O-22157","2013-04-05",1020,356.24,"Second Class","Consumer","Office Supplies",14,"3%","Yes","No","2013-05-03"
"O-22158","2013-04-05",1022,62.61,"First Class","Corporate","Office Supplies",30,"3%","Yes","No","2013-05-19"
"O-22159","2013-04-05",1006,88.38,"Standard Class","Consumer","Office Supplies",14,"0%","Yes","No","2013-05-01"
"O-22160","2013-04-05",1010,23.56,"Standard Class","Consumer","Office Supplies",30,"5%","No","No","2013-05-28"
"O-22163","2013-04-05",1025,40.38,"Second Class","Corporate","Office Supplies",30,"0%","No","No","2013-06-06"
"O-22166","2013-04-06",1008,2672.52,"Standard Class","Consumer","Technology",30,"0%","Yes","No","2013-04-28"
"O-22167","2013-04-06",1031,1317.49,"Standard Class","Consumer","Furniture",14,"0%","Yes","No","2013-04-22"
"O-22168","2013-04-06",1010,1098.96,"Second Class","Consumer","Furniture",30,"5%","Yes","No","2013-05-13"
"O-22169","2013-04-06",1013,549.48,"Second Class","Consumer","Furniture",30,"5%","Yes","No","2013-05-14"
"O-22170","2013-04-06",1014,111.38,"First Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-05-27"
"O-22173","2013-04-06",1029,293.88,"Standard Class","Corporate","Technology",14,"0%","Yes","No","2013-05-03"
"O-22174","2013-04-06",1007,482.04,"First Class","Corporate","Technology",45,"5%","Yes","No","2013-05-13"
"O-22175","2013-04-06",1015,165.21,"Second Class","Consumer","Furniture",30,"3%","Yes","No","2013-05-04"
"O-22176","2013-04-06",1025,281.04,"Standard Class","Corporate","Technology",45,"3%","Yes","No","2013-05-30"
"O-22177","2013-04-06",1021,166.83,"Standard Class","Corporate","Technology",30,"5%","Yes","No","2013-05-11"
"O-22178","2013-04-06",1026,34.65,"First Class","Corporate","Office Supplies",30,"3%","Yes","No","2013-05-19"
"O-22180","2013-04-06",1011,27.81,"First Class","Corporate","Office Supplies",14,"0%","Yes","No","2013-05-19"
"O-22181","2013-04-06",1018,31.75,"First Class","Corporate","Technology",14,"5%","Yes","No","2013-04-27"
"O-22182","2013-04-06",1019,20.7,"Standard Class","Corporate","Office Supplies",14,"5%","No","No","2013-05-06"
"O-22183","2013-04-06",1025,39.36,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2013-05-23"
"O-22184","2013-04-06",1006,13.14,"First Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-09"
"O-22185","2013-04-06",1004,63.84,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-04-30"
"O-22186","2013-04-06",1013,58.98,"Second Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-23"
"O-22187","2013-04-06",1029,66.83,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-10"
"O-22189","2013-04-06",1005,10.95,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-05-30"
"O-22191","2013-04-06",1005,14.35,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2013-05-14"
"O-22193","2013-04-06",1014,14.19,"Same Day","Corporate","Office Supplies",45,"3%","Yes","No","2013-05-30"
"O-22194","2013-04-06",1000,11.21,"Standard Class","Consumer","Technology",14,"3%","Yes","No","2013-04-23"
"O-22195","2013-04-06",1014,6.07,"First Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-15"
"O-22197","2013-04-06",1029,21.21,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2013-05-13"
"O-22198","2013-04-06",1016,7.04,"Second Class","Corporate","Furniture",30,"0%","Yes","No","2013-05-13"
"O-22199","2013-04-06",1000,4.2,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-05-16"
"O-22200","2013-04-06",1031,3.59,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-04-28"
"O-22201","2013-04-06",1000,1.84,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-13"
"O-22202","2013-04-07",1026,715.53,"First Class","Corporate","Technology",45,"5%","Yes","No","2013-05-28"
"O-22205","2013-04-07",1028,406.37,"Second Class","Consumer","Technology",45,"5%","No","No","2013-05-20"
"O-22206","2013-04-07",1007,1339.42,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-04-30"
"O-22209","2013-04-07",1028,300.4,"Standard Class","Consumer","Technology",14,"5%","Yes","No","2013-04-21"
"O-22210","2013-04-07",1006,318.3,"Second Class","Consumer","Furniture",30,"5%","Yes","No","2013-04-26"
"O-22212","2013-04-07",1023,211.72,"Second Class","Consumer","Furniture",14,"5%","Yes","No","2013-04-17"
"O-22213","2013-04-07",1004,328.0,"Standard Class","Consumer","Furniture",14,"3%","Yes","No","2013-04-14"
"O-22214","2013-04-07",1007,107.4,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2013-05-24"
"O-22215","2013-04-07",1027,509.88,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-18"
"O-22216","2013-04-07",1007,39.78,"First Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-05-25"
"O-22217","2013-04-07",1014,233.04,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-05-27"
"O-22219","2013-04-07",1006,204.54,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2013-05-19"
"O-22220","2013-04-07",1021,54.66,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-05-31"
"O-22222","2013-04-07",1008,63.53,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2013-05-06"
"O-22223","2013-04-07",1000,32.22,"Second Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-13"
"O-22226","2013-04-07",1014,13.56,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-05-12"
"O-22227","2013-04-07",1000,16.63,"Standard Class","Consumer","Furniture",14,"0%","No","No","2013-05-13"
"O-22228","2013-04-07",1020,23.64,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2013-04-25"
"O-22229","2013-04-07",1023,11.83,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2013-05-21"
"O-22231","2013-04-07",1000,8.87,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-26"
"O-22232","2013-04-07",1014,22.17,"Standard Class","Corporate","Furniture",14,"3%","Yes","No","2013-05-05"
"O-22233","2013-04-07",1029,8.82,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2013-05-24"
"O-22234","2013-04-07",1023,4.47,"Second Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-10"
"O-22235","2013-04-08",1028,1622.57,"First Class","Consumer","Technology",30,"5%","Yes","No","2013-04-25"
"O-22236","2013-04-08",1000,527.01,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-27"
"O-22237","2013-04-08",1010,286.8,"First Class","Consumer","Furniture",30,"0%","No","No","2013-05-24"
"O-22238","2013-04-08",1010,189.98,"First Class","Consumer","Technology",45,"0%","Yes","No","2013-06-01"
"O-22239","2013-04-08",1028,136.55,"First Class","Consumer","Technology",45,"0%","Yes","No","2013-05-23"
"O-22240","2013-04-08",1018,193.8,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-05-15"
"O-22241","2013-04-08",1023,54.66,"First Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-01"
"O-22242","2013-04-08",1000,52.92,"First Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-05-14"
"O-22243","2013-04-08",1023,83.64,"First Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-05"
"O-22244","2013-04-08",1023,42.24,"First Class","Consumer","Office Supplies",45,"0%","Yes","No","2013-05-21"
"O-22246","2013-04-08",1000,37.8,"First Class","Consumer","Furniture",30,"0%","Yes","No","2013-05-21"
"O-22247","2013-04-08",1012,145.8,"Second Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-21"
"O-22248","2013-04-08",1010,33.18,"First Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-05-10"
"O-22250","2013-04-08",1014,172.89,"Standard Class","Corporate","Technology",30,"0%","Yes","No","2013-05-04"
"O-22252","2013-04-08",1028,37.8,"First Class","Consumer","Furniture",30,"0%","Yes","No","2013-05-08"
"O-22253","2013-04-08",1010,17.84,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-29"
"O-22254","2013-04-08",1015,35.7,"Standard Class","Consumer","Office Supplies",14,"3%","No","No","2013-05-13"
"O-22255","2013-04-08",1012,44.16,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-06-15"
"O-22256","2013-04-08",1031,99.85,"Standard Class","Consumer","Office Supplies",14,"0%","Yes","No","2013-04-20"
"O-22257","2013-04-08",1014,44.4,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-06-01"
"O-22258","2013-04-08",1025,74.21,"Second Class","Corporate","Furniture",45,"3%","Yes","No","2013-05-28"
"O-22259","2013-04-08",1023,7.26,"First Class","Consumer","Office Supplies",45,"3%","Yes","No","2013-05-18"
"O-22260","2013-04-08",1013,21.18,"Standard Class","Consumer","Office Supplies",45,"3%","Yes","No","2013-06-04"
"O-22261","2013-04-08",1000,17.46,"First Class","Consumer","Office Supplies",14,"0%","Yes","No","2013-05-07"
"O-22262","2013-04-08",1000,52.08,"First Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-05-05"
"O-22265","2013-04-09",1029,826.2,"Second Class","Corporate","Furniture",30,"5%","Yes","No","2013-05-04"
"O-22266","2013-04-09",1029,915.12,"Standard Class","Corporate","Technology",14,"0%","Yes","No","2013-05-10"
"O-22268","2013-04-09",1026,593.73,"Second Class","Corporate","Office Supplies",45,"5%","Yes","No","2013-06-06"
"O-22269","2013-04-09",1030,329.94,"Standard Class","Corporate","Furniture",30,"5%","Yes","No","2013-05-04"
"O-22270","2013-04-09",1006,54.7,"Same Day","Consumer","Technology",45,"3%","Yes","No","2013-05-07"
"O-22271","2013-04-09",1013,59.36,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-12"
"O-22273","2013-04-09",1029,102.02,"Standard Class","Corporate","Furniture",45,"3%","Yes","No","2013-05-21"
"O-22274","2013-04-09",1005,82.64,"Second Class","Corporate","Furniture",30,"5%","Yes","No","2013-05-03"
"O-22276","2013-04-09",1006,46.62,"Second Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-16"
"O-22277","2013-04-09",1011,31.56,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2013-05-28"
"O-22278","2013-04-09",1007,79.08,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2013-05-31"
"O-22279","2013-04-09",1006,10.5,"Same Day","Consumer","Office Supplies",14,"3%","Yes","No","2013-04-30"
"O-22280","2013-04-09",1011,30.14,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2013-05-25"
"O-22282","2013-04-09",1021,27.27,"Standard Class","Corporate","Office Supplies",30,"5%","No","No","2013-06-09"
"O-22284","2013-04-09",1010,11.44,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-05-09"
"O-22285","2013-04-10",1011,1199.98,"First Class","Corporate","Technology",30,"3%","Yes","No","2013-05-08"
"O-22286","2013-04-10",1004,588.78,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-04-29"
"O-22287","2013-04-10",1015,657.4,"Second Class","Consumer","Furniture",14,"3%","Yes","No","2013-05-03"
"O-22290","2013-04-10",1008,120.04,"Second Class","Consumer","Furniture",30,"0%","Yes","No","2013-05-11"
"O-22292","2013-04-10",1015,158.22,"Second Class","Consumer","Furniture",30,"5%","Yes","No","2013-05-11"
"O-22293","2013-04-10",1008,175.92,"Standard Class","Consumer","Furniture",14,"5%","Yes","No","2013-04-28"
"O-22294","2013-04-10",1025,272.28,"Standard Class","Corporate","Furniture",30,"5%","Yes","No","2013-05-19"
"O-22295","2013-04-10",1027,125.22,"First Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-14"
"O-22297","2013-04-10",1015,100.01,"Second Class","Consumer","Furniture",45,"0%","Yes","No","2013-05-31"
"O-22300","2013-04-10",1030,103.56,"Second Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-05-20"
"O-22301","2013-04-10",1004,71.12,"Standard Class","Consumer","Furniture",14,"0%","Yes","No","2013-04-21"
"O-22303","2013-04-10",1004,118.78,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2013-04-14"
"O-22304","2013-04-10",1003,56.76,"Second Class","Corporate","Office Supplies",14,"3%","No","No","2013-05-26"
"O-22305","2013-04-10",1029,84.78,"Standard Class","Corporate","Office Supplies",45,"0%","No","No","2013-06-12"
"O-22306","2013-04-10",1012,56.94,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2013-06-01"
"O-22307","2013-04-10",1008,33.96,"Standard Class","Consumer","Office Supplies",45,"0%","Yes","No","2013-05-25"
"O-22310","2013-04-11",1014,1071.84,"Second Class","Corporate","Technology",30,"5%","Yes","No","2013-05-02"
"O-22311","2013-04-11",1011,1294.75,"Standard Class","Corporate","Technology",14,"5%","Yes","No","2013-05-01"
"O-22312","2013-04-11",1028,264.22,"Standard Class","Consumer","Technology",14,"0%","No","No","2013-05-15"
"O-22313","2013-04-11",1024,132.26,"First Class","Corporate","Technology",30,"3%","Yes","No","2013-05-22"
"O-22316","2013-04-11",1014,172.62,"Second Class","Corporate","Furniture",30,"3%","Yes","No","2013-05-12"
"O-22317","2013-04-11",1012,128.8,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2013-06-03"
"O-22318","2013-04-11",1025,99.3,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-16"
"O-22319","2013-04-11",1012,85.5,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-06-04"
"O-22321","2013-04-11",1006,48.87,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-04"
"O-22322","2013-04-11",1024,15.88,"First Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-13"
"O-22323","2013-04-11",1020,42.62,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2013-05-04"
"O-22324","2013-04-11",1006,18.87,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-05-10"
"O-22325","2013-04-11",1025,21.96,"Standard Class","Corporate","Office Supplies",14,"3%","Yes","No","2013-05-22"
"O-22326","2013-04-11",1021,13.93,"Standard Class","Corporate","Office Supplies",45,"5%","Yes","No","2013-06-08"
"O-22327","2013-04-11",1018,6.66,"Second Class","Corporate","Office Supplies",45,"5%","No","No","2013-06-08"
"O-22328","2013-04-12",1025,580.56,"First Class","Corporate","Furniture",14,"0%","Yes","No","2013-05-18"
"O-22329","2013-04-12",1004,354.9,"First Class","Consumer","Furniture",30,"5%","Yes","No","2013-04-22"
"O-22330","2013-04-12",1027,3172.14,"Same Day","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-24"
"O-22331","2013-04-12",1020,507.28,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2013-05-08"
"O-22333","2013-04-12",1006,225.84,"Same Day","Consumer","Office Supplies",45,"3%","Yes","No","2013-05-23"
"O-22334","2013-04-12",1006,170.7,"Same Day","Consumer","Furniture",14,"0%","Yes","No","2013-04-25"
"O-22335","2013-04-12",1012,333.66,"Second Class","Corporate","Technology",45,"3%","Yes","No","2013-06-03"
"O-22336","2013-04-12",1025,124.14,"First Class","Corporate","Furniture",14,"3%","Yes","No","2013-05-18"
"O-22337","2013-04-12",1020,146.79,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2013-05-07"
"O-22339","2013-04-12",1012,47.86,"First Class","Corporate","Furniture",30,"5%","Yes","No","2013-05-20"
"O-22340","2013-04-12",1006,117.12,"Same Day","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-08"
"O-22342","2013-04-12",1015,52.56,"Second Class","Consumer","Office Supplies",45,"3%","Yes","No","2013-05-30"
"O-22343","2013-04-12",1008,126.97,"Standard Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-18"
"O-22344","2013-04-12",1012,60.24,"Second Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-06-09"
"O-22345","2013-04-12",1028,28.08,"First Class","Consumer","Office Supplies",45,"5%","Yes","No","2013-05-24"
"O-22347","2013-04-12",1013,32.77,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-29"
"O-22348","2013-04-12",1006,124.41,"Same Day","Consumer","Technology",45,"5%","Yes","No","2013-05-12"
"O-22349","2013-04-12",1027,11.1,"Same Day","Consumer","Office Supplies",45,"0%","Yes","No","2013-05-26"
"O-22351","2013-04-12",1022,3.96,"Second Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-06-11"
"O-22352","2013-04-12",1004,3.64,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-14"
"O-22353","2013-04-13",1004,1088.79,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-04-25"
"O-22356","2013-04-13",1024,669.22,"First Class","Corporate","Technology",45,"5%","No","No","2013-06-14"
"O-22357","2013-04-13",1024,981.36,"Standard Class","Corporate","Technology",14,"0%","Yes","No","2013-05-13"
"O-22358","2013-04-13",1007,512.28,"Standard Class","Corporate","Technology",45,"3%","Yes","No","2013-05-27"
"O-22359","2013-04-13",1019,658.75,"Standard Class","Corporate","Furniture",45,"0%","Yes","No","2013-06-02"
"O-22360","2013-04-13",1004,431.93,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2013-04-25"
"O-22361","2013-04-13",1013,508.92,"Standard Class","Consumer","Technology",14,"3%","Yes","No","2013-05-12"
"O-22363","2013-04-13",1025,260.06,"Standard Class","Corporate","Technology",45,"5%","Yes","No","2013-06-05"
"O-22364","2013-04-13",1022,96.84,"Second Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-06-20"
"O-22365","2013-04-13",1022,96.6,"Second Class","Corporate","Office Supplies",14,"0%","Yes","No","2013-05-25"
"O-22366","2013-04-13",1031,95.98,"Standard Class","Consumer","Furniture",45,"0%","Yes","No","2013-05-14"
"O-22367","2013-04-13",1024,108.4,"Standard Class","Corporate","Furniture",14,"5%","No","No","2013-05-25"
"O-22368","2013-04-13",1025,62.64,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-22"
"O-22369","2013-04-13",1022,44.94,"Second Class","Corporate","Office Supplies",14,"0%","Yes","No","2013-05-29"
"O-22370","2013-04-13",1013,141.14,"Standard Class","Consumer","Furniture",45,"0%","Yes","No","2013-06-01"
"O-22371","2013-04-13",1004,64.96,"Standard Class","Consumer","Office Supplies",45,"5%","No","No","2013-05-22"
"O-22372","2013-04-13",1013,138.8,"Standard Class","Consumer","Technology",30,"0%","Yes","No","2013-05-18"
"O-22373","2013-04-13",1013,97.15,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2013-05-28"
"O-22377","2013-04-13",1010,79.74,"Standard Class","Consumer","Furniture",45,"3%","Yes","No","2013-05-25"
"O-22378","2013-04-13",1012,32.96,"Standard Class","Corporate","Furniture",45,"5%","Yes","No","2013-06-04"
"O-22379","2013-04-13",1004,20.04,"Standard Class","Consumer","Office Supplies",30,"0%","Yes","No","2013-05-12"
"O-22380","2013-04-13",1004,36.74,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-25"
"O-22381","2013-04-13",1031,12.96,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-25"
"O-22383","2013-04-13",1012,28.62,"Standard Class","Corporate","Furniture",30,"5%","Yes","No","2013-05-26"
"O-22384","2013-04-13",1012,39.46,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-06-11"
"O-22385","2013-04-13",1028,14.96,"Second Class","Consumer","Office Supplies",45,"3%","Yes","No","2013-05-22"
"O-22386","2013-04-13",1031,33.53,"Standard Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-02"
"O-22387","2013-04-13",1013,11.82,"Standard Class","Consumer","Furniture",14,"5%","Yes","No","2013-05-06"
"O-22388","2013-04-13",1025,65.14,"Standard Class","Corporate","Furniture",14,"5%","Yes","No","2013-05-19"
"O-22390","2013-04-14",1010,459.52,"First Class","Consumer","Technology",14,"0%","Yes","No","2013-05-09"
"O-22391","2013-04-14",1024,700.68,"First Class","Corporate","Technology",14,"0%","Yes","No","2013-05-16"
"O-22392","2013-04-14",1015,545.37,"Standard Class","Consumer","Furniture",45,"3%","Yes","No","2013-05-20"
"O-22393","2013-04-14",1012,414.72,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2013-06-08"
"O-22394","2013-04-14",1010,638.56,"Standard Class","Consumer","Technology",30,"5%","Yes","No","2013-05-16"
"O-22395","2013-04-14",1015,430.57,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-05-26"
"O-22396","2013-04-14",1020,907.42,"Standard Class","Consumer","Furniture",30,"5%","Yes","No","2013-04-25"
"O-22397","2013-04-14",1015,334.82,"Standard Class","Consumer","Furniture",30,"5%","Yes","No","2013-05-19"
"O-22398","2013-04-14",1024,107.73,"First Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-06-13"
"O-22400","2013-04-14",1015,201.07,"Standard Class","Consumer","Office Supplies",14,"3%","Yes","No","2013-05-13"
"O-22401","2013-04-14",1023,110.28,"Second Class","Consumer","Furniture",14,"0%","Yes","No","2013-05-10"
"O-22403","2013-04-14",1012,132.5,"Standard Class","Corporate","Technology",45,"0%","Yes","No","2013-06-03"
"O-22406","2013-04-14",1012,108.56,"Standard Class","Corporate","Office Supplies",14,"5%","Yes","No","2013-05-26"
"O-22407","2013-04-14",1000,175.44,"Standard Class","Consumer","Furniture",45,"5%","Yes","No","2013-05-24"
"O-22408","2013-04-14",1004,388.7,"Standard Class","Consumer","Furniture",14,"5%","No","No","2013-04-23"
"O-22409","2013-04-14",1006,113.88,"Standard Class","Consumer","Office Supplies",30,"3%","No","No","2013-05-19"
"O-22410","2013-04-14",1028,65.05,"Second Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-05-17"
"O-22412","2013-04-14",1028,57.2,"Second Class","Consumer","Office Supplies",30,"5%","Yes","No","2013-05-18"
"O-22413","2013-04-14",1000,59.64,"Standard Class","Consumer","Office Supplies",45,"3%","No","No","2013-06-05"
"O-22414","2013-04-14",1025,64.78,"Standard Class","Corporate","Office Supplies",30,"0%","Yes","No","2013-06-02"
"O-22415","2013-04-14",1006,50.52,"Standard Class","Consumer","Furniture",30,"5%","No","No","2013-05-03"
"O-22416","2013-04-14",1010,59.76,"Standard Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-05-26"
"O-22417","2013-04-14",1000,189.36,"Second Class","Consumer","Furniture",45,"5%","No","No","2013-05-28"
"O-22418","2013-04-14",1000,49.44,"Standard Class","Consumer","Furniture",14,"5%","Yes","No","2013-04-27"
"O-22419","2013-04-14",1021,72.84,"Second Class","Corporate","Technology",45,"0%","Yes","No","2013-06-10"
"O-22420","2013-04-14",1010,98.6,"Standard Class","Consumer","Technology",45,"0%","Yes","No","2013-05-28"
"O-22423","2013-04-14",1019,35.35,"Standard Class","Corporate","Office Supplies",14,"0%","Yes","No","2013-05-16"
"O-22424","2013-04-14",1014,19.77,"Standard Class","Corporate","Office Supplies",30,"5%","Yes","No","2013-05-15"
"O-22425","2013-04-14",1031,17.04,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-24"
"O-22426","2013-04-14",1031,8.26,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-30"
"O-22428","2013-04-15",1004,933.54,"Same Day","Consumer","Furniture",14,"3%","Yes","No","2013-04-28"
"O-22429","2013-04-15",1004,556.66,"Standard Class","Consumer","Furniture",45,"0%","Yes","No","2013-05-13"
"O-22430","2013-04-15",1020,467.57,"Standard Class","Consumer","Technology",30,"3%","Yes","No","2013-04-30"
"O-22431","2013-04-15",1003,335.66,"Second Class","Corporate","Office Supplies",30,"0%","Yes","No","2013-05-26"
"O-22432","2013-04-15",1005,517.9,"Second Class","Corporate","Technology",30,"5%","Yes","No","2013-05-10"
"O-22433","2013-04-15",1020,465.24,"Standard Class","Consumer","Technology",14,"3%","Yes","No","2013-04-26"
"O-22434","2013-04-15",1028,615.38,"Standard Class","Consumer","Office Supplies",14,"5%","Yes","No","2013-05-07"
"O-22435","2013-04-15",1029,161.16,"Second Class","Corporate","Technology",14,"5%","Yes","No","2013-05-07"
"O-22437","2013-04-15",1004,42.98,"Same Day","Consumer","Office Supplies",14,"5%","Yes","No","2013-04-21"
"O-22440","2013-04-15",1004,36.62,"First Class","Consumer","Office Supplies",45,"3%","Yes","No","2013-05-15"
"O-22441","2013-04-15",1004,194.35,"First Class","Consumer","Furniture",45,"5%","Yes","No","2013-05-09"
"O-22443","2013-04-15",1024,44.94,"Second Class","Corporate","Office Supplies",45,"0%","No","No","2013-06-22"
"O-22444","2013-04-15",1026,177.3,"Standard Class","Corporate","Office Supplies",45,"3%","Yes","No","2013-06-17"
"O-22445","2013-04-15",1013,21.52,"First Class","Consumer","Office Supplies",30,"3%","Yes","No","2013-06-10"
"O-22447","2013-04-15",1010,74.08,"First Class","Consumer","Technology",45,"3%","Yes","No","2013-06-03"
"O-22448","2013-04-15",1023,20.47,"First Class","Consumer","Office Supplies",14,"5%","No","No","2013-05-18"
"O-22449","2013-04-15",1025,40.4,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-06-23"
"O-22451","2013-04-15",1024,26.33,"Standard Class","Corporate","Office Supplies",30,"3%","Yes","No","2013-05-28"
"O-22452","2013-04-15",1003,26.82,"Standard Class","Corporate","Office Supplies",45,"0%","Yes","No","2013-06-12"
